game_id,user_id,rating
3328,user_1736,1
3328,user_5118,5
3328,user_7572,5
3328,user_1112,4
3328,user_6398,4
3328,user_4404,1
3328,user_1383,3
3328,user_9086,2
3328,user_3170,4
3328,user_7188,5
3328,user_5595,2
3328,user_927,2
3328,user_6519,3
3328,user_7552,2
3328,user_7624,4
3328,user_2543,2
3328,user_8015,2
3328,user_3078,4
3328,user_9596,5
3328,user_819,4
3328,user_1020,1
3328,user_2357,4
3328,user_1647,4
3328,user_7605,2
3328,user_2889,3
3328,user_3449,4
3328,user_6050,5
3328,user_1949,1
3328,user_4056,2
3328,user_1351,2
3328,user_8151,5
3328,user_7871,3
3328,user_7503,1
3328,user_1332,1
3328,user_8486,1
3328,user_798,4
3328,user_5713,2
3328,user_8328,5
3328,user_8443,5
3328,user_2613,4
3328,user_3117,3
3328,user_4856,4
3328,user_1625,5
3328,user_3054,2
3328,user_2383,1
3328,user_2550,4
3328,user_1031,4
3328,user_4623,5
3328,user_3947,1
3328,user_3577,4
3328,user_881,5
3328,user_1855,2
3328,user_1692,2
3328,user_8367,4
3328,user_9699,5
3328,user_371,3
3328,user_7990,2
3328,user_4507,1
3328,user_5594,5
3328,user_6746,1
3328,user_5199,2
3328,user_1228,2
3328,user_3416,5
3328,user_6737,4
3328,user_9184,4
3328,user_7031,2
3328,user_5786,3
3328,user_1517,4
3328,user_4904,3
3328,user_5214,2
3328,user_8590,3
3328,user_9496,2
3328,user_6905,4
3328,user_7650,2
3328,user_1927,4
3328,user_5643,5
3328,user_6769,4
4200,user_2819,1
4200,user_4721,1
4200,user_4464,5
4200,user_8330,1
4200,user_5787,1
4200,user_4839,3
4200,user_1613,2
4200,user_4318,4
4200,user_2917,5
4200,user_3123,5
4200,user_6486,4
4200,user_9239,1
4200,user_819,5
4200,user_8324,5
4200,user_3843,2
4200,user_5252,5
4200,user_1393,1
4200,user_7045,1
4200,user_7912,1
4200,user_8625,5
4200,user_4714,1
4200,user_5955,3
4200,user_551,4
4200,user_2042,3
4200,user_1017,1
4200,user_724,4
4200,user_4324,5
4200,user_5464,1
4200,user_8886,1
4291,user_9041,5
4291,user_481,1
4291,user_2151,1
4291,user_3886,1
4291,user_7642,4
4291,user_5726,4
4291,user_1189,3
4291,user_8654,2
4291,user_7249,2
4291,user_1327,2
4291,user_8941,5
4291,user_6054,4
4291,user_2809,5
4291,user_3413,1
4291,user_9915,2
4291,user_911,3
4291,user_8706,4
4291,user_2156,4
4291,user_4403,5
4291,user_5720,2
4291,user_5693,5
4291,user_9023,3
4291,user_2404,1
4291,user_8855,5
4291,user_4893,2
4291,user_1732,1
4291,user_1190,5
4291,user_204,4
4291,user_5347,4
4291,user_2573,1
4291,user_8015,4
4291,user_7073,2
4291,user_1578,5
4291,user_4186,4
4291,user_4131,1
4291,user_4404,1
4291,user_3517,4
4291,user_7153,1
4291,user_8851,5
4291,user_2456,5
4291,user_9894,1
4291,user_9166,4
4291,user_7637,1
4291,user_953,1
4291,user_6608,2
4291,user_6188,1
4291,user_4115,4
4291,user_4670,5
4291,user_9248,1
4291,user_4565,1
4291,user_628,4
4291,user_4814,2
4291,user_4852,5
4291,user_3498,2
5286,user_6244,3
5286,user_5720,3
5286,user_9926,2
5286,user_2251,5
5286,user_8564,2
5286,user_5766,3
5286,user_1040,2
5286,user_4261,5
5286,user_2639,3
5286,user_8891,5
5286,user_6188,3
5286,user_1734,1
5286,user_6333,2
5286,user_2578,2
5286,user_8908,2
5286,user_4296,5
5286,user_1498,2
5286,user_4182,5
5286,user_5304,4
5286,user_7533,2
5286,user_9307,1
5286,user_4854,3
5286,user_3675,5
5286,user_7027,2
5286,user_5505,2
5286,user_5496,5
5286,user_3567,4
5286,user_2119,2
5286,user_4668,5
5286,user_1038,4
5286,user_1351,4
5286,user_2252,3
5286,user_7112,5
5286,user_1628,5
5286,user_993,4
5286,user_4558,1
5286,user_2322,3
5286,user_6989,1
5286,user_5433,2
5286,user_5217,3
5286,user_351,1
5286,user_9993,4
5286,user_4914,4
5286,user_2397,5
5286,user_5708,4
5286,user_7963,5
5286,user_692,2
5286,user_8020,3
5286,user_8404,2
5286,user_3578,1
5286,user_217,4
5286,user_1618,5
5286,user_275,1
5286,user_8841,1
5286,user_9440,2
5286,user_487,4
5286,user_7073,3
5286,user_3284,4
5286,user_4190,1
5286,user_3653,5
5286,user_8989,1
5286,user_6243,1
5286,user_4097,4
5286,user_3820,2
5286,user_7228,5
5286,user_4821,5
5286,user_6763,4
5286,user_6338,4
5286,user_6672,1
5286,user_6393,5
5286,user_8226,1
5286,user_1518,3
5286,user_8518,1
5286,user_7202,3
5286,user_7277,2
5286,user_7436,2
5286,user_589,3
5286,user_7016,4
5286,user_3037,4
5286,user_3776,2
5286,user_1701,3
13536,user_6803,2
13536,user_3679,2
13536,user_44,3
13536,user_6573,2
13536,user_8211,5
13536,user_7685,2
13536,user_5547,5
13536,user_2862,5
13536,user_7636,2
13536,user_6624,4
13536,user_5500,1
13536,user_9456,2
13536,user_2834,4
13536,user_7808,2
13536,user_1502,5
13536,user_5216,3
13536,user_4276,2
13536,user_8384,3
13536,user_7182,3
13536,user_9107,2
13536,user_5145,2
13536,user_907,1
13536,user_3202,1
13536,user_4293,1
13536,user_6293,5
13536,user_4526,5
13536,user_9619,1
13536,user_2795,2
13536,user_1517,1
12020,user_8753,1
12020,user_5675,2
12020,user_7915,1
12020,user_3935,2
12020,user_2483,1
12020,user_9440,2
12020,user_9554,1
12020,user_1524,3
12020,user_3388,1
12020,user_5389,2
12020,user_5632,2
12020,user_1320,4
12020,user_4197,3
12020,user_8924,2
12020,user_4279,3
12020,user_5513,1
12020,user_7104,2
12020,user_6064,4
12020,user_5774,2
12020,user_7226,1
12020,user_2972,4
12020,user_6619,5
12020,user_4050,1
12020,user_9014,4
12020,user_1364,2
12020,user_4854,5
12020,user_3146,1
12020,user_2710,5
12020,user_4503,2
12020,user_7852,2
12020,user_235,3
12020,user_9742,1
12020,user_2135,5
12020,user_1735,5
12020,user_8114,5
12020,user_9645,3
12020,user_6598,5
12020,user_5872,2
12020,user_2705,1
12020,user_8302,1
12020,user_1711,3
12020,user_5043,1
12020,user_2712,5
12020,user_4488,2
12020,user_9679,4
12020,user_5277,3
5679,user_3385,5
5679,user_2160,5
5679,user_761,2
5679,user_1535,3
5679,user_6533,3
5679,user_4918,3
5679,user_6879,3
5679,user_2697,1
5679,user_9795,2
5679,user_1624,1
5679,user_897,4
5679,user_5658,1
5679,user_317,5
5679,user_2769,1
5679,user_1867,3
5679,user_6360,5
5679,user_223,1
5679,user_1346,3
5679,user_5606,4
5679,user_2958,2
5679,user_3281,2
5679,user_6520,5
5679,user_5625,2
5679,user_7457,5
5679,user_4422,2
5679,user_2180,4
5679,user_6301,2
5679,user_2452,3
28,user_5341,3
28,user_1027,5
28,user_4787,5
28,user_65,4
28,user_4136,3
28,user_5199,1
28,user_184,1
28,user_3459,2
28,user_1490,4
28,user_7799,2
28,user_6389,5
28,user_5096,2
28,user_3528,5
28,user_9420,5
28,user_1874,1
28,user_589,2
28,user_3488,1
28,user_9520,5
28,user_3337,4
28,user_3284,2
28,user_9071,1
28,user_4748,5
28,user_8540,2
28,user_2095,5
28,user_8035,1
28,user_363,4
28,user_1382,2
28,user_7203,2
28,user_6192,4
28,user_9612,3
28,user_9503,5
28,user_2736,3
28,user_8587,2
28,user_4998,1
28,user_3569,2
28,user_6415,2
28,user_6079,2
28,user_5248,2
28,user_3624,5
28,user_4673,4
28,user_3324,2
28,user_675,4
28,user_2634,3
28,user_6727,1
28,user_7370,5
28,user_4812,3
28,user_9011,3
28,user_7674,2
28,user_4607,3
28,user_7776,1
28,user_4753,1
28,user_7405,4
28,user_7305,3
28,user_4619,2
28,user_4351,3
28,user_6634,5
28,user_7722,1
28,user_8577,4
28,user_3854,3
28,user_6912,3
28,user_155,2
28,user_4926,5
28,user_7366,2
28,user_9857,1
28,user_3540,4
28,user_9552,4
28,user_1795,5
28,user_8516,2
4062,user_6647,2
4062,user_7971,2
4062,user_810,4
4062,user_8947,4
4062,user_7368,5
4062,user_1003,5
4062,user_6357,1
4062,user_8259,3
4062,user_3954,1
4062,user_5719,5
4062,user_6427,1
4062,user_9755,5
4062,user_3188,2
4062,user_6658,2
4062,user_6081,5
4062,user_6307,1
4062,user_413,3
4062,user_8637,4
4062,user_3718,5
4062,user_2603,2
4062,user_1302,1
4062,user_6913,5
4062,user_410,3
4062,user_8052,2
4062,user_5233,1
4062,user_1809,3
4062,user_2060,3
4062,user_1742,3
4062,user_6107,2
4062,user_3500,2
4062,user_7462,3
4062,user_416,5
4062,user_344,4
4062,user_5817,1
4062,user_203,4
4062,user_9738,1
4062,user_7412,3
4062,user_6249,5
4062,user_3618,5
4062,user_7025,1
4062,user_7539,5
4062,user_6735,5
4062,user_4960,1
4062,user_5704,1
4062,user_412,5
4062,user_4300,5
4062,user_7806,1
4062,user_1396,4
4062,user_8730,2
4062,user_9492,2
4062,user_1508,1
4062,user_8261,5
4062,user_7187,4
13537,user_1552,4
13537,user_1585,4
13537,user_280,3
13537,user_9339,4
13537,user_9397,2
13537,user_5821,2
13537,user_150,3
13537,user_735,2
13537,user_7621,1
13537,user_8990,2
13537,user_5881,3
13537,user_4558,2
13537,user_505,5
13537,user_3293,4
13537,user_9787,4
13537,user_3514,2
13537,user_4347,4
13537,user_6067,5
13537,user_9278,4
13537,user_4919,2
13537,user_1798,2
13537,user_1355,2
13537,user_3128,5
13537,user_3359,4
13537,user_3199,3
13537,user_749,3
13537,user_1696,5
13537,user_7525,4
13537,user_7356,3
13537,user_8146,2
13537,user_9354,4
13537,user_1403,4
13537,user_8853,4
13537,user_5796,2
13537,user_758,2
13537,user_8378,3
13537,user_5359,5
13537,user_4646,5
13537,user_3408,4
13537,user_229,2
802,user_4963,3
802,user_8080,1
802,user_7278,4
802,user_1273,3
802,user_4835,3
802,user_5932,5
802,user_9891,3
802,user_4664,2
802,user_7,2
802,user_4175,2
802,user_9827,2
802,user_7354,5
802,user_7280,2
802,user_2530,5
802,user_2730,1
802,user_7155,1
802,user_5095,5
802,user_58,4
802,user_9342,1
802,user_2603,3
802,user_6423,2
802,user_3658,3
802,user_5539,5
802,user_145,5
802,user_6790,2
802,user_2424,1
802,user_4776,3
802,user_2801,4
802,user_6079,1
802,user_8945,5
802,user_3136,4
802,user_1004,2
802,user_4800,1
802,user_6402,1
802,user_3369,5
802,user_1281,2
802,user_6462,5
802,user_5405,4
802,user_7602,4
802,user_650,5
802,user_2841,5
802,user_3864,5
802,user_6619,2
802,user_8220,3
802,user_202,1
802,user_6722,1
802,user_8424,4
802,user_6499,5
802,user_8963,5
802,user_180,5
802,user_1699,5
802,user_7847,5
802,user_179,1
802,user_716,2
802,user_2105,3
802,user_1082,1
802,user_8755,5
802,user_2460,2
802,user_7053,2
802,user_9833,1
802,user_7512,2
802,user_6909,1
802,user_6020,3
802,user_7458,4
802,user_6505,5
802,user_7991,5
802,user_4178,1
802,user_4333,2
802,user_1132,4
802,user_573,4
802,user_4547,4
802,user_2676,2
802,user_165,5
802,user_9394,4
802,user_3996,1
802,user_5684,3
802,user_4771,1
802,user_655,4
802,user_6832,2
802,user_959,1
3439,user_3409,5
3439,user_8913,1
3439,user_2521,2
3439,user_7801,4
3439,user_8072,5
3439,user_8308,2
3439,user_6963,5
3439,user_4012,4
3439,user_103,2
3439,user_2323,1
3439,user_3309,2
3439,user_6949,4
3439,user_9136,4
3439,user_1007,5
3439,user_4825,3
3439,user_4518,3
3439,user_2233,3
3439,user_7039,2
3439,user_6843,4
3439,user_8740,2
3439,user_9235,4
3439,user_4798,3
3439,user_377,2
3439,user_8530,4
3439,user_7436,5
3439,user_5804,4
3439,user_8190,1
3439,user_2297,5
3439,user_5563,5
3439,user_8211,3
3439,user_5613,2
3439,user_8617,3
3439,user_7704,1
3439,user_7460,2
3439,user_7689,1
3439,user_3251,1
3439,user_7595,3
3439,user_7279,2
3439,user_6711,1
3439,user_8723,2
3439,user_9989,3
3439,user_9637,4
3439,user_3775,5
3439,user_8134,1
3439,user_8161,1
3439,user_3275,3
3439,user_3746,3
3439,user_7757,4
3439,user_8504,2
3439,user_528,2
3439,user_1743,3
3439,user_4154,3
3439,user_7426,3
3439,user_2849,4
3439,user_2212,2
3439,user_5056,1
3439,user_3717,5
3439,user_3392,3
3439,user_7400,2
3439,user_1695,5
3439,user_1328,1
3439,user_375,4
4286,user_3334,2
4286,user_2129,4
4286,user_9202,4
4286,user_3061,3
4286,user_3785,3
4286,user_7524,4
4286,user_6389,1
4286,user_1572,5
4286,user_1025,5
4286,user_5172,4
4286,user_2127,3
4286,user_6016,2
4286,user_8323,1
4286,user_5569,4
4286,user_2446,4
4286,user_1500,2
4286,user_8838,4
4286,user_8505,5
4286,user_6381,3
4286,user_2552,4
4286,user_2301,2
32,user_975,3
32,user_6196,2
32,user_3723,3
32,user_6378,1
32,user_1187,4
32,user_8616,2
32,user_4670,5
32,user_8488,4
32,user_3053,4
32,user_1474,4
32,user_3851,3
32,user_4007,3
32,user_4128,4
32,user_3946,4
32,user_8417,3
32,user_9283,4
32,user_2640,4
3939,user_3795,5
3939,user_797,4
3939,user_3364,1
3939,user_3985,1
3939,user_3006,2
3939,user_1442,3
3939,user_6040,1
3939,user_4407,3
3939,user_8299,4
3939,user_9283,4
3939,user_7869,4
3939,user_1310,1
3939,user_1455,4
3939,user_7248,2
3939,user_5190,5
3939,user_2347,2
3939,user_4731,4
3939,user_4588,2
3939,user_4804,5
3939,user_7505,1
3939,user_2487,5
3939,user_2076,1
3939,user_8910,5
3939,user_4924,3
3939,user_9777,5
3939,user_5405,5
3939,user_7947,2
3939,user_135,3
3939,user_1351,2
3939,user_9185,1
3939,user_4788,2
3939,user_4432,5
3939,user_3734,3
3939,user_9427,4
3939,user_8239,3
3939,user_2442,2
3939,user_2022,3
3939,user_3105,5
3939,user_2998,5
3939,user_9163,5
3939,user_6846,1
3939,user_1748,3
3939,user_8994,4
3939,user_8724,5
3939,user_5134,5
3939,user_7035,3
3939,user_2009,3
3939,user_1762,5
3939,user_3462,5
3939,user_9067,1
3939,user_4289,1
3939,user_2055,4
3939,user_7465,4
58175,user_6063,3
58175,user_8830,3
58175,user_671,5
58175,user_2011,2
58175,user_3458,1
58175,user_731,5
58175,user_8182,4
58175,user_2850,3
58175,user_3771,5
58175,user_5879,3
58175,user_6344,1
58175,user_1668,4
58175,user_4985,1
58175,user_5650,5
58175,user_9217,5
58175,user_4399,4
58175,user_3148,2
58175,user_6352,1
58175,user_6811,2
58175,user_4321,1
58175,user_9161,2
58175,user_7733,1
58175,user_1172,1
58175,user_7658,4
58175,user_4351,5
58175,user_9878,3
58175,user_3074,5
58175,user_1390,5
58175,user_9978,5
58175,user_1562,4
58175,user_1016,3
58175,user_9565,4
58175,user_5664,5
58175,user_5085,2
58175,user_5635,3
58175,user_6148,5
58175,user_3627,1
58175,user_6841,5
58175,user_4642,4
58175,user_9614,1
58175,user_7243,5
58175,user_6237,2
58175,user_2006,2
58175,user_2235,5
58175,user_4087,5
58175,user_4804,1
58175,user_5164,2
58175,user_1348,1
58175,user_7624,5
58175,user_2991,4
58175,user_774,3
58175,user_2143,4
58175,user_121,2
58175,user_3991,4
3070,user_317,1
3070,user_157,5
3070,user_4860,4
3070,user_8271,5
3070,user_6609,5
3070,user_6492,2
3070,user_7328,3
3070,user_3982,3
3070,user_6069,3
3070,user_6895,5
3070,user_491,3
3070,user_5962,2
3070,user_337,2
3070,user_4373,1
3070,user_225,3
3070,user_2020,4
3070,user_2447,5
3070,user_782,4
3070,user_340,3
3070,user_650,3
3070,user_1530,2
3070,user_1464,5
3070,user_5086,1
3070,user_1075,5
3070,user_6323,5
3070,user_4038,3
3070,user_6599,1
3070,user_4758,5
3070,user_9982,2
3070,user_8112,3
3070,user_3262,4
3070,user_8089,5
3070,user_1991,1
3070,user_1880,5
3070,user_8849,5
3070,user_6388,1
11859,user_237,2
11859,user_917,1
11859,user_1311,4
11859,user_9965,3
11859,user_682,1
11859,user_22,3
11859,user_1793,3
11859,user_1699,3
11859,user_8930,3
11859,user_8924,4
11859,user_5769,4
11859,user_3299,2
11859,user_1794,3
11859,user_1902,3
11859,user_4488,1
11859,user_8715,3
11859,user_757,1
11859,user_5550,1
11859,user_636,1
11859,user_598,4
11859,user_1213,2
11859,user_4922,4
11859,user_6990,5
11859,user_5525,2
11859,user_4182,1
11859,user_7779,1
11859,user_9952,5
11859,user_4427,4
11859,user_7665,3
11859,user_4978,1
11859,user_1243,3
11859,user_1936,5
11859,user_72,4
11859,user_9463,2
11859,user_5209,5
11859,user_6165,2
11859,user_6295,3
11859,user_8562,2
11859,user_2818,4
11859,user_2715,5
11859,user_692,4
11859,user_4095,4
11859,user_8231,5
11859,user_4335,5
11859,user_7805,3
1030,user_9117,4
1030,user_4497,3
1030,user_24,1
1030,user_3292,3
1030,user_1280,1
1030,user_410,4
1030,user_2491,2
1030,user_7571,5
1030,user_5933,1
1030,user_4570,5
1030,user_4686,3
1030,user_1675,1
1030,user_7645,5
1030,user_1385,5
1030,user_3746,2
1030,user_9623,4
1030,user_2581,5
1030,user_7905,4
1030,user_7969,1
1030,user_5305,5
1030,user_7796,1
1030,user_3319,1
1030,user_4331,5
1030,user_8917,1
1030,user_6468,4
1030,user_734,5
1030,user_9483,1
1030,user_2354,3
1030,user_9153,5
1030,user_175,2
1030,user_132,1
1030,user_2131,4
1030,user_7525,4
1030,user_9185,5
1030,user_4657,5
1030,user_3336,3
1030,user_664,4
1030,user_8349,2
1030,user_6205,5
1030,user_5336,1
1030,user_6020,2
1030,user_898,5
1030,user_455,5
1030,user_1755,2
1030,user_5431,1
1030,user_7952,5
1030,user_1151,2
1030,user_6813,4
1030,user_3384,4
1030,user_1415,3
1030,user_1888,2
1030,user_9224,1
1030,user_7198,5
1030,user_450,2
1030,user_6889,1
1030,user_6343,2
1030,user_8843,2
1030,user_8140,3
1030,user_3307,4
1030,user_9976,2
1030,user_9675,3
1030,user_1944,4
1030,user_3011,5
1030,user_9919,3
1030,user_2837,5
1030,user_881,1
1030,user_9042,4
1030,user_1439,2
1030,user_6182,3
1030,user_6772,3
1030,user_7568,4
1030,user_5432,2
1030,user_5126,5
1030,user_9626,5
1030,user_6429,3
1030,user_7399,5
1030,user_476,4
1030,user_9273,4
1030,user_6925,5
1030,user_8724,4
1030,user_3311,4
1030,user_29,5
1030,user_7965,4
1030,user_1802,3
2454,user_725,5
2454,user_1044,5
2454,user_9203,3
2454,user_6305,1
2454,user_5771,2
2454,user_2940,5
2454,user_8027,3
2454,user_673,4
2454,user_6591,5
2454,user_5498,4
41494,user_3343,1
41494,user_6339,3
41494,user_507,1
41494,user_7588,4
41494,user_3246,5
41494,user_3572,3
41494,user_3082,3
41494,user_8411,1
41494,user_2784,5
41494,user_6263,2
41494,user_5419,1
41494,user_7798,5
41494,user_7612,4
41494,user_715,4
41494,user_6042,1
41494,user_2391,3
41494,user_5278,4
41494,user_7785,5
41494,user_9859,3
41494,user_4078,2
41494,user_2444,4
41494,user_6721,1
41494,user_1357,2
422,user_5784,4
422,user_6774,2
422,user_9828,3
422,user_1748,5
422,user_2488,4
422,user_5481,3
422,user_3480,2
422,user_7082,1
422,user_7413,4
422,user_8756,5
422,user_8948,5
422,user_1655,4
422,user_9726,3
422,user_4596,5
422,user_3394,2
422,user_4367,2
422,user_9990,3
422,user_6757,2
422,user_7938,1
422,user_6414,3
422,user_634,5
422,user_9391,1
422,user_6630,2
422,user_8396,4
422,user_3119,4
422,user_8063,2
422,user_2092,5
422,user_9205,3
422,user_7535,5
422,user_4461,2
422,user_9698,3
422,user_8997,4
422,user_1488,2
422,user_4647,1
422,user_1377,1
422,user_3826,3
422,user_4709,5
422,user_162,1
422,user_2683,5
422,user_9380,5
422,user_9836,3
422,user_361,5
10213,user_6702,5
10213,user_1977,1
10213,user_9534,2
10213,user_5217,1
10213,user_2641,3
10213,user_6093,1
10213,user_5591,5
10213,user_7885,4
10213,user_8742,4
10213,user_1431,4
10213,user_1010,2
10213,user_7117,5
10213,user_4435,1
10213,user_1007,1
10213,user_3495,4
10213,user_454,3
10213,user_8044,5
10213,user_6733,3
10213,user_3154,5
10213,user_3821,4
10213,user_9454,5
10213,user_4561,2
10213,user_7267,2
766,user_8405,5
766,user_2009,4
766,user_8843,3
766,user_9783,2
766,user_2257,5
766,user_7419,5
766,user_2939,2
766,user_9055,1
766,user_9182,3
766,user_7455,4
766,user_5943,3
766,user_7488,4
766,user_5774,4
766,user_875,1
766,user_8558,1
766,user_9335,5
766,user_8827,5
766,user_5757,3
766,user_8320,5
766,user_7825,2
766,user_5138,3
766,user_7732,1
766,user_6550,2
766,user_5934,4
766,user_763,3
766,user_6360,5
766,user_5604,2
766,user_1106,2
766,user_7489,4
766,user_2336,1
766,user_3350,3
766,user_1801,3
766,user_1962,1
766,user_9201,2
766,user_7702,5
766,user_9550,1
766,user_6786,2
766,user_4246,3
766,user_8816,1
766,user_3506,5
766,user_8499,2
766,user_6447,5
766,user_8141,1
766,user_8595,4
766,user_7188,2
766,user_4574,3
766,user_5878,5
766,user_8699,3
766,user_3596,4
766,user_4410,4
766,user_9143,2
766,user_2372,5
766,user_5470,3
766,user_2558,2
766,user_9417,2
766,user_6833,4
766,user_1420,5
766,user_674,2
766,user_2635,1
766,user_2795,2
766,user_2586,5
766,user_9165,5
766,user_5807,1
766,user_4059,1
766,user_39,3
766,user_5441,5
766,user_555,4
766,user_832,2
766,user_1031,4
766,user_5471,2
766,user_3236,5
766,user_906,1
766,user_7239,5
766,user_7296,3
766,user_4486,5
766,user_3995,4
766,user_6789,1
766,user_8286,3
766,user_1544,3
766,user_2489,2
766,user_6677,5
766,user_976,3
766,user_2625,3
766,user_4309,4
766,user_2974,3
766,user_6394,5
766,user_7179,5
766,user_1302,2
766,user_8911,2
766,user_6110,4
766,user_1900,5
766,user_5654,2
766,user_8826,1
4459,user_2979,1
4459,user_8208,4
4459,user_542,4
4459,user_4881,4
4459,user_322,4
4459,user_8340,5
4459,user_5089,4
4459,user_7995,2
4459,user_7734,3
4459,user_2030,1
4459,user_6161,3
4459,user_6304,2
4459,user_5094,3
4459,user_2506,4
4459,user_1986,1
4459,user_4760,1
4459,user_6286,3
4459,user_92,3
4459,user_5728,3
4459,user_4360,4
4459,user_4130,4
4459,user_8504,3
4459,user_2215,3
4459,user_4745,1
4459,user_153,2
4459,user_2800,5
4459,user_87,4
4459,user_9738,3
4459,user_7628,1
4459,user_197,4
4459,user_626,5
4459,user_8204,5
4459,user_243,2
4459,user_5105,1
4459,user_5614,2
4459,user_5869,4
4459,user_9843,4
4459,user_6687,2
4459,user_7045,3
4459,user_3257,3
4459,user_9987,3
4459,user_256,1
4459,user_4235,2
4459,user_2233,1
4459,user_6519,2
4459,user_1970,3
4459,user_1422,1
4459,user_5854,1
4459,user_3043,1
4459,user_8004,2
4459,user_982,5
4459,user_5530,4
4459,user_344,5
4459,user_7793,2
4459,user_7644,3
4459,user_8300,4
4459,user_532,4
4459,user_691,5
4459,user_2994,2
4459,user_5504,5
4459,user_3397,1
4459,user_782,3
4459,user_5968,5
4459,user_2642,2
4459,user_826,2
4459,user_4308,3
4459,user_5042,2
4459,user_3834,2
4459,user_9064,5
4459,user_829,1
4459,user_5866,3
4459,user_3225,3
4459,user_343,5
4459,user_2298,1
4459,user_6080,3
4459,user_2065,4
4459,user_9893,2
4459,user_1911,4
4459,user_4578,3
4459,user_2807,5
4459,user_807,5
4459,user_9457,4
4459,user_6403,4
4459,user_677,3
4459,user_1460,2
4459,user_3779,4
4459,user_3572,3
4459,user_34,5
4459,user_5091,5
4459,user_9584,3
4459,user_2372,3
4459,user_1780,5
4459,user_1846,1
4459,user_7149,3
4459,user_9868,5
4459,user_612,3
4459,user_8651,1
3272,user_4501,1
3272,user_2084,4
3272,user_3259,3
3272,user_1510,2
3272,user_6171,5
3272,user_1016,2
3272,user_8381,4
3272,user_2747,4
3272,user_5475,1
3272,user_6998,4
3272,user_2226,2
3272,user_386,5
3272,user_5379,2
3272,user_5289,2
3272,user_6518,1
3272,user_1369,3
3272,user_8298,3
3272,user_1539,1
3272,user_9080,5
3272,user_7635,4
3272,user_3442,3
3272,user_2863,5
3272,user_3062,4
3272,user_3028,4
3272,user_9454,1
3272,user_73,4
3272,user_8230,4
3272,user_1981,5
3272,user_523,1
3272,user_5689,5
3272,user_7031,2
3272,user_281,4
3272,user_7518,3
3272,user_4771,4
3272,user_8921,5
3272,user_957,1
3272,user_3976,1
3272,user_7570,5
3272,user_5994,3
3272,user_7563,3
278,user_9639,4
278,user_5590,1
278,user_7833,3
278,user_9998,3
278,user_4034,4
278,user_4573,5
278,user_8157,1
278,user_2225,1
278,user_3915,5
278,user_7394,3
278,user_9722,3
278,user_5020,4
278,user_7150,5
278,user_9806,1
278,user_6396,4
278,user_1956,4
278,user_7823,1
278,user_1003,1
278,user_5863,4
278,user_5867,2
278,user_8165,5
278,user_2452,5
278,user_9159,1
278,user_6984,1
278,user_2399,4
278,user_5771,1
278,user_6941,4
278,user_5857,1
278,user_8967,2
278,user_540,2
278,user_7427,2
278,user_3048,1
278,user_8649,3
278,user_4498,2
278,user_5950,4
278,user_3116,2
278,user_8451,2
278,user_8562,3
278,user_4704,3
278,user_3483,2
278,user_3994,4
278,user_2910,4
278,user_2149,1
278,user_5328,2
278,user_7577,4
278,user_1752,5
278,user_5694,4
